X;week_key;WS_date;WS_ID;WS_week;WS01_01;WS01_02;WS01_03;WS02_01;WS02_02;WS02_03;WS02_04;WS03_01;WS03_02;WS03_03;WS04_01;WS04_02;WS04_03;WS04_04;WS05_01;WS05_02;WS05_03;WS05_04;WS06_01;WS06_02;WS06_03;WS06_04;WS07_01;WS07_02;WS07_03;WS08_01;WS08_02;WS08_03;WS09_01;WS09_02;WS09_03;WS10_01;WS10_02;WS10_03;WS11_01;WS11_02;WS11_03;WS12_01;WS13_01;WS13_02;WS13_03;WS14_01;WS14_02;WS14_03;WS15_01;WS15_02;WS15_03;WS33_01;WS33_02;WS33_03;WS33_04;WS33_05;WS16_01;WS16_02;WS16_03;WS16_04;WS17_01;WS17_02;WS17_03;WS18_01;WS18_02;WS18_03;WS18_04;WS18_05;WS18_06;WS18_07;WS18_08;WS18_09;WS18_10;WS19_01;WS19_02;WS19_03;WS19_04;WS20_01;WS20_02;WS20_03;WS21_01;WS21_02;WS21_03;WS22_01;WS22_02;WS22_03;WS22_04;WS22_05;WS22_06;WS23_01;WS23_02;WS23_03;WS24_01;WS24_02;WS24_03;WS25_01;WS25_02;WS25_03;WS26_01;WS26_02;WS26_03;WS27_01;WS27_02;WS28_01;WS28_02;WS28_03;WS29_01;WS29_02;WS29_03;WS31_01;WS30_01;WS32_01
;lh9rzirm-4;2023-06-18;lh9rzirm;4;6;6;6;1;1;1;1;6;6;7;5;6;6;4;7;2;2;3;1;1;1;7;6;6;6;6;6;7;7;7;7;1;1;1;1;1;1;1;4;4;4;2;2;2;1;1;1;1;1;1;1;1;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;1;1;1;1;1;1;2;2;2;5;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9;9;9
;9324scyl-4;2023-06-18;9324scyl;4;3;3;2;2;2;3;2;6;6;5;7;6;5;5;5;5;6;7;2;1;2;1;6;6;6;6;6;7;5;6;6;2;1;2;3;3;2;5;4;4;4;5;5;5;4;3;4;2;1;1;1;1;3;3;2;3;3;3;3;2;1;3;1;1;1;1;1;1;1;1;2;3;1;4;3;3;2;3;2;2;2;2;4;4;3;1;1;1;2;2;1;3;2;1;1;1;1;1;1;1;2;1;2;1;1;9;9;9
;2soy75gc-4;2023-06-18;2soy75gc;4;1;1;1;1;1;1;1;5;5;5;4;4;4;4;2;2;2;2;6;6;6;6;7;7;7;4;4;4;7;7;7;6;5;6;1;1;1;5;6;6;6;7;7;7;6;6;6;6;6;6;6;6;6;6;6;6;3;3;4;1;1;1;1;1;1;1;1;1;1;1;1;1;2;6;1;4;1;1;1;7;5;5;5;5;5;1;1;1;1;1;1;1;1;1;6;6;6;6;6;6;6;6;6;6;6;9;9;9
;imz1sz6d-4;2023-06-18;imz1sz6d;4;2;1;2;3;3;3;2;3;3;3;3;4;3;4;5;5;5;4;3;4;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;3;3;3;4;4;4;3;3;3;3;4;4;4;4;3;4;3;4;3;4;3;4;4;4;4;4;3;4;4;3;3;4;3;4;4;4;3;3;3;3;4;3;4;3;4;4;3;4;3;4;2;3;3;3;3;4;4;3;3;3;3;3;4;4;4;4;4;4;3;2;9;9;9
;judkv65u-4;2023-06-18;judkv65u;4;1;2;4;3;2;3;2;5;6;7;6;6;6;6;6;6;6;6;1;1;1;2;6;6;6;6;6;6;6;6;6;1;1;1;1;1;1;6;6;6;6;5;5;5;6;6;6;6;6;6;6;7;6;5;6;6;2;5;4;1;2;1;1;1;2;1;3;2;1;1;1;2;3;4;4;4;1;1;1;3;4;5;5;5;4;1;1;2;1;1;1;1;1;1;7;7;7;7;7;7;7;7;5;5;7;9;9;9
;11otr2gh-4;2023-06-18;11otr2gh;4;1;2;1;2;3;2;2;5;6;7;4;4;7;6;5;7;7;7;1;1;1;7;7;7;4;7;7;4;6;7;7;1;1;1;1;1;1;3;6;5;7;5;7;6;1;4;1;1;2;3;1;3;3;1;7;7;1;6;6;1;2;1;1;1;1;1;3;4;1;2;1;2;1;5;3;3;1;1;1;5;5;7;3;5;5;1;1;1;2;3;3;1;1;1;1;1;3;1;1;1;1;1;1;1;1;9;9;9
;2ze615ki-4;2023-06-18;2ze615ki;4;1;2;1;5;4;2;1;5;5;4;5;3;4;4;7;7;7;7;2;2;2;4;5;5;4;7;7;7;5;4;3;2;1;1;4;3;1;4;6;6;5;5;5;5;3;2;2;2;2;2;2;2;4;3;3;1;1;4;2;1;1;1;1;1;1;1;1;3;1;1;1;1;3;3;3;2;1;1;1;2;2;3;3;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;2;4;2;3;200;200;120
;nrg5izie-4;2023-06-18;nrg5izie;4;4;3;3;5;3;2;6;5;6;6;6;5;6;4;6;5;5;7;1;2;1;1;7;6;7;6;6;6;5;3;5;2;1;1;3;1;1;3;6;6;6;4;5;5;1;5;1;1;4;1;1;2;4;3;4;4;1;5;4;2;3;1;3;4;2;2;4;5;2;6;1;4;5;3;3;3;1;4;3;3;2;4;4;4;4;2;2;1;1;2;2;2;1;1;1;1;3;5;5;5;4;5;6;3;5;9;9;9
;3o2b1j47-4;2023-06-18;3o2b1j47;4;4;4;3;4;3;4;3;4;5;4;5;5;5;5;5;5;5;5;3;4;4;3;5;5;5;7;6;7;3;3;4;3;3;3;3;4;3;4;3;3;4;4;4;4;1;2;1;2;2;2;2;2;3;3;3;3;4;4;4;3;3;2;3;2;3;3;1;3;2;4;1;4;4;2;4;3;4;3;4;3;3;3;3;3;3;3;3;3;5;4;4;3;3;3;2;2;1;1;1;2;2;1;1;2;2;9;9;9
;07igutj0-4;2023-06-18;07igutj0;4;1;1;1;2;1;2;2;7;7;7;7;7;7;7;7;7;7;7;1;1;1;1;7;7;7;7;7;7;7;7;7;1;1;1;1;1;1;3;6;6;6;1;1;6;7;7;7;5;5;4;4;4;6;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;6;4;5;5;1;2;2;2;2;2;1;1;1;1;1;2;1;1;1;5;5;5;5;5;6;6;6;5;1;1;200;9;9
;tmnfi26g-4;2023-06-18;tmnfi26g;4;5;6;5;5;4;5;5;6;3;6;3;5;6;6;4;5;3;4;3;1;2;2;7;7;7;5;4;6;5;5;6;5;3;5;6;5;6;5;5;4;2;6;6;5;5;4;5;5;4;6;4;5;5;4;4;6;5;4;5;4;5;5;4;5;5;5;5;5;5;6;5;6;5;5;4;5;4;5;5;5;4;5;4;5;6;6;6;6;6;5;6;4;6;5;6;5;6;5;7;5;7;6;6;5;7;280;250;200
;ti6i0zmo-4;2023-06-18;ti6i0zmo;4;4;5;4;6;4;4;5;5;6;5;6;6;6;5;6;5;5;6;1;1;2;4;6;6;6;4;4;5;4;4;4;1;2;4;4;3;2;3;4;4;4;5;5;5;2;4;3;3;2;3;3;3;4;4;5;5;3;6;5;2;4;4;5;4;5;5;5;5;5;5;2;5;6;4;4;4;4;3;3;5;5;4;4;5;5;4;2;2;4;4;4;4;5;3;4;4;4;3;3;3;3;3;6;4;4;9;9;9
;t4kcx7y1-4;2023-06-18;t4kcx7y1;4;1;1;1;1;1;1;1;6;6;6;6;6;6;6;6;6;6;6;2;2;2;2;6;6;6;6;6;6;7;7;7;1;1;1;1;1;1;5;5;5;5;5;5;5;2;2;2;2;2;2;2;2;3;3;3;3;1;5;3;1;1;1;1;1;1;1;1;1;1;1;3;1;1;3;3;3;1;1;1;3;3;3;3;3;3;1;1;1;2;2;2;1;1;1;1;1;1;2;2;1;1;1;1;1;1;9;9;9
;u84dgoxj-4;2023-06-18;u84dgoxj;4;2;2;4;3;3;3;5;3;2;3;3;2;3;2;4;4;5;6;5;6;5;4;6;6;4;2;1;2;3;3;3;2;1;1;3;2;1;3;4;5;5;3;5;7;2;2;2;4;3;4;3;2;3;2;3;5;3;5;5;2;2;1;3;2;1;2;2;4;2;2;1;3;3;3;3;2;3;3;3;2;3;2;3;5;4;1;1;1;1;2;2;2;3;3;3;4;2;3;4;2;4;4;3;2;2;9;9;9
;um2ssh0q-4;2023-06-18;um2ssh0q;4;1;1;1;3;3;3;3;5;5;5;6;6;5;4;4;4;5;3;2;2;2;5;7;7;7;7;7;6;5;5;4;1;1;1;1;1;1;3;5;5;5;5;5;3;6;6;6;6;6;7;7;4;4;4;4;6;4;4;6;1;1;1;1;1;1;1;6;6;1;1;1;1;4;5;5;5;1;1;1;4;4;4;4;6;7;1;1;1;1;1;1;1;1;1;6;6;4;7;7;6;7;6;7;7;7;9;9;9
;o1uyl68o-4;2023-06-18;o1uyl68o;4;2;3;2;5;6;4;5;5;6;5;5;4;5;2;6;7;7;6;2;1;1;2;6;5;6;7;7;7;5;4;6;1;1;1;1;1;2;5;4;5;5;4;5;4;3;4;3;2;3;2;2;2;3;2;2;1;4;2;6;2;1;6;4;1;3;2;2;4;3;1;1;3;1;4;4;4;5;4;4;4;5;2;3;5;5;1;1;2;1;1;1;1;1;1;3;2;2;2;2;2;3;3;4;4;3;9;9;9
;qq52peh8-4;2023-06-18;qq52peh8;4;3;4;4;2;1;1;1;3;2;1;2;2;2;2;2;3;2;3;4;5;3;3;6;6;5;7;7;7;2;4;4;6;1;6;1;1;1;5;4;4;3;4;4;4;2;4;1;2;4;1;1;1;6;7;7;6;4;5;3;2;2;1;1;1;3;1;3;4;1;5;1;1;2;1;1;1;3;1;1;3;5;3;5;6;5;1;1;1;1;1;1;1;1;1;3;1;1;5;5;2;3;3;5;1;1;9;9;9
;1yqt7phg-4;2023-06-18;1yqt7phg;4;1;5;5;5;3;4;2;6;5;4;5;7;5;5;6;5;2;4;1;1;1;5;6;7;6;7;7;7;7;7;7;3;4;5;3;4;4;7;3;4;5;3;5;4;4;5;5;6;6;5;6;5;5;4;6;5;5;5;6;5;3;1;4;4;4;6;5;4;4;5;1;3;5;5;5;3;6;5;4;6;5;4;5;4;5;3;2;3;6;5;6;3;4;4;5;5;4;6;5;6;6;7;5;3;5;9;9;9
;od2gt8fw-4;2023-06-18;od2gt8fw;4;1;1;1;5;1;1;2;5;4;7;6;7;6;5;6;5;6;5;2;2;1;1;7;6;6;4;4;4;5;4;6;3;1;1;3;2;1;1;6;4;4;6;1;2;2;2;1;1;1;1;1;1;5;2;2;2;3;2;5;1;1;1;1;1;1;2;2;1;1;1;1;2;1;2;1;2;2;1;2;1;1;3;1;1;1;1;1;1;2;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;4;9;9;9
;mbgamfzg-4;2023-06-18;mbgamfzg;4;3;3;3;5;5;3;6;5;4;4;5;5;5;6;3;3;3;3;2;2;2;2;6;7;6;6;5;5;6;5;5;3;3;3;4;3;2;3;4;4;4;4;6;5;5;5;5;5;4;6;5;4;6;5;5;5;5;5;5;3;4;4;4;3;4;4;3;4;4;4;4;4;4;3;4;4;5;4;3;5;5;3;4;4;4;4;4;4;4;4;4;3;3;3;2;2;2;4;6;5;5;5;5;4;5;9;9;9
;tso8ntq4-4;2023-06-18;tso8ntq4;4;7;7;7;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;5;5;5;5;4;4;4;4;4;4;3;3;3;5;5;5;3;3;3;3;3;3;3;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;5;5;5;5;5;4;5;5;5;5;5;5;5;1;4;1;2;2;2;4;4;4;5;5;3;3;3;3;3;3;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;9;9;9
;ki38tijo-4;2023-06-18;ki38tijo;4;2;2;2;3;3;3;3;5;6;5;5;5;5;5;5;5;5;5;3;3;3;3;6;6;6;5;5;5;5;4;4;3;3;3;3;3;3;5;5;5;5;5;5;5;4;5;4;4;5;5;4;4;4;4;4;4;3;4;3;3;3;3;3;3;3;3;3;5;3;5;2;4;5;4;4;4;4;3;4;3;4;4;4;4;4;3;3;3;4;4;3;3;3;3;4;4;4;5;5;5;4;4;6;3;3;350;350;330
;gy0dk4ej-4;2023-06-18;gy0dk4ej;4;4;6;3;5;4;4;3;5;5;5;5;4;4;4;5;5;4;4;3;2;2;2;6;5;5;;;;5;5;5;2;1;1;2;1;1;4;5;5;5;5;5;5;2;2;2;2;2;2;2;1;4;4;4;4;4;5;5;2;2;3;3;3;2;2;6;5;1;4;4;2;3;4;4;5;2;2;2;5;4;4;4;5;5;1;1;1;2;2;2;2;2;2;2;3;3;5;5;4;4;4;2;3;3;9;9;9
;7m7bw33l-4;2023-06-18;7m7bw33l;4;3;4;4;5;1;1;1;5;5;5;5;5;5;5;7;7;7;7;1;1;1;1;7;7;7;7;7;7;3;3;3;1;1;1;4;1;1;4;5;5;5;5;6;7;1;1;1;1;1;1;1;1;4;4;4;5;7;7;7;6;1;1;1;1;1;2;1;6;6;4;1;1;1;4;4;4;4;3;2;7;7;7;7;7;7;1;1;1;1;1;1;3;3;3;1;1;1;1;1;1;1;1;1;1;1;9;9;9
;z4tjfyag-4;2023-06-18;z4tjfyag;4;2;2;1;6;5;5;6;5;4;5;5;4;4;1;4;5;4;7;4;4;4;3;3;4;4;3;4;4;5;5;4;5;2;1;6;5;2;2;4;4;4;6;6;6;2;2;1;2;1;1;1;1;1;1;1;1;3;5;7;2;4;1;1;1;1;4;6;6;2;1;4;4;4;3;3;3;2;2;2;4;4;2;1;1;1;2;2;2;1;1;1;1;1;1;2;1;1;2;2;1;1;2;2;2;2;9;9;9
;pir7k37c-4;2023-06-18;pir7k37c;4;3;5;2;6;6;6;5;5;4;6;6;6;4;5;6;7;6;6;1;1;2;1;5;5;6;5;6;5;2;2;2;1;1;1;2;2;1;4;3;4;4;5;6;6;2;1;2;2;3;2;1;2;3;1;2;2;6;6;3;5;6;2;3;4;5;5;7;7;2;4;1;2;4;3;2;5;2;3;3;5;5;3;3;4;4;1;1;1;2;1;2;3;2;2;2;1;2;1;3;1;1;1;5;6;3;9;9;9
;p2dmw02s-4;2023-06-18;p2dmw02s;4;3;4;1;5;2;1;2;4;3;7;6;6;5;4;6;7;7;7;1;1;1;1;6;6;7;6;6;6;3;3;3;1;1;1;1;1;1;4;4;4;4;5;5;5;1;1;1;1;2;2;1;2;4;3;4;4;3;4;3;5;3;1;2;2;1;2;2;3;1;1;3;3;4;3;3;2;3;2;1;3;4;1;2;3;3;1;1;1;1;1;1;1;1;1;2;1;2;4;4;3;3;3;6;4;3;9;9;9
;dxrf7y3e-4;2023-06-18;dxrf7y3e;4;4;4;3;5;1;3;1;5;4;7;5;6;4;3;2;5;5;4;3;4;2;4;5;5;6;6;6;7;3;4;3;4;1;2;3;3;2;3;5;5;4;5;5;5;1;1;1;1;1;1;1;1;4;3;4;4;4;6;4;4;5;2;3;3;3;4;1;4;3;4;1;4;4;2;2;1;4;3;3;5;4;3;4;5;5;2;2;1;3;3;3;3;3;3;1;1;1;1;1;1;1;1;4;1;2;9;9;9
;r3f01tls-4;2023-06-18;r3f01tls;4;1;1;1;2;1;1;1;6;6;2;6;6;7;5;2;4;5;4;3;3;2;5;3;3;6;5;6;5;5;5;5;5;1;2;1;1;1;1;4;4;4;5;5;5;1;1;1;1;1;1;1;1;4;4;5;5;1;5;5;3;3;1;1;1;1;1;1;3;1;3;1;3;1;2;2;2;2;3;3;5;5;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9;9;9
;p0b68lt2-4;2023-06-18;p0b68lt2;4;1;1;1;6;1;1;1;6;6;6;7;6;7;6;7;5;2;7;1;1;1;7;7;7;7;7;7;7;6;5;5;2;1;1;1;1;1;5;5;5;5;7;7;7;1;5;1;1;6;6;2;1;6;2;6;6;5;7;7;1;7;3;1;3;1;1;1;6;1;1;1;2;6;4;3;4;2;1;1;6;6;2;2;1;1;1;1;1;3;1;1;1;1;1;2;1;1;6;6;4;4;4;3;1;1;9;9;9
;tttjh8g5-4;2023-06-18;tttjh8g5;4;3;3;2;2;2;2;2;5;4;5;5;4;4;4;2;4;4;4;5;3;5;3;6;6;6;6;6;6;6;5;4;5;2;4;2;2;2;2;5;5;5;6;6;6;1;1;1;1;1;1;1;3;4;3;5;5;2;5;5;1;2;1;3;1;3;1;4;3;1;1;1;3;4;4;4;4;2;3;3;3;4;2;2;4;4;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;4;2;4;9;9;9
;joqn391r-4;2023-06-18;joqn391r;4;3;4;2;3;2;3;2;6;6;5;5;5;4;4;2;3;3;4;4;3;3;4;6;5;6;7;7;7;6;6;6;3;2;4;2;2;3;2;4;5;5;3;3;3;2;3;2;1;2;1;3;3;3;2;2;3;2;3;3;1;2;1;1;2;3;2;3;2;1;2;2;1;2;3;4;3;2;3;2;1;2;3;2;1;3;1;1;2;3;4;3;2;2;2;1;2;2;1;3;3;2;3;6;3;2;;;
;dgw6atpz-4;2023-06-18;dgw6atpz;4;1;1;1;3;1;1;1;6;6;7;7;7;7;6;7;7;6;7;1;1;1;2;6;6;6;7;7;7;6;6;6;1;1;1;1;1;1;4;5;4;4;3;3;3;1;2;1;3;2;2;1;1;1;1;1;1;2;3;2;3;2;1;1;1;1;3;2;5;2;1;1;2;4;2;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;1;2;2;2;3;4;3;3;3;9;9;9
;mu12rky-4;2023-06-18;mu12rky;4;3;3;2;4;3;4;4;4;2;4;1;1;1;1;2;1;1;1;6;6;7;6;4;4;4;4;4;4;1;1;1;1;1;1;4;4;4;2;4;4;4;4;5;4;2;2;1;1;1;1;1;1;1;1;1;1;1;2;3;1;1;1;2;3;5;6;7;4;1;1;1;5;1;3;2;2;5;3;5;4;4;4;4;4;4;1;1;1;2;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;9;9;9
;u4x5lzw2-4;2023-06-18;u4x5lzw2;4;2;4;4;4;4;4;1;3;3;4;3;2;5;4;5;6;3;7;1;1;1;5;4;4;4;6;6;5;2;2;2;3;1;1;1;1;1;4;5;5;4;5;5;5;2;2;2;2;4;4;4;1;2;1;1;1;5;5;5;5;5;5;1;3;3;5;6;6;1;4;1;1;4;1;1;1;1;4;4;4;4;1;1;3;3;1;1;1;1;4;5;5;5;5;1;1;1;1;2;1;1;1;1;1;1;9;9;9
;b2397n83-4;2023-06-18;b2397n83;4;1;1;1;2;1;1;1;7;7;3;7;2;6;5;6;7;7;7;1;1;1;3;7;7;7;7;7;7;6;6;6;5;1;1;1;1;1;3;5;5;4;7;7;7;2;1;2;1;1;1;1;1;1;1;1;1;3;5;6;1;1;1;1;1;1;1;1;2;1;3;3;2;1;1;1;1;1;3;2;4;4;1;1;1;1;1;1;1;4;2;2;1;1;1;1;1;1;3;3;1;1;1;1;1;4;9;9;9
;oagsgy8g-4;2023-06-18;oagsgy8g;4;5;5;6;4;4;4;4;5;5;5;5;5;5;5;5;5;4;3;4;6;6;5;5;4;5;5;4;3;5;5;6;4;6;4;4;4;4;4;5;3;5;6;4;5;4;5;5;5;2;5;5;5;5;6;5;5;5;4;4;5;3;5;5;4;5;2;4;4;5;5;5;3;5;4;3;6;6;5;5;4;4;5;6;6;6;4;4;5;5;5;5;6;5;5;5;5;4;5;3;5;5;4;3;3;4;9;9;9
;110cu3mn-4;2023-06-18;110cu3mn;4;1;1;1;4;3;2;1;3;4;3;3;3;2;2;2;3;2;4;2;2;2;1;6;6;6;5;5;6;5;5;4;5;2;2;4;2;1;4;4;4;4;7;7;7;1;1;1;1;1;1;1;1;4;1;4;4;1;5;5;3;2;1;1;1;1;1;1;5;1;3;1;3;5;4;2;2;2;2;2;5;6;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;9;9;9
;i44r7zda-4;2023-06-18;i44r7zda;4;3;3;3;4;2;1;1;6;6;6;6;6;6;5;5;6;6;7;2;2;2;2;5;5;5;6;6;6;5;5;5;1;1;1;1;1;1;1;6;5;6;6;6;6;6;6;6;6;6;4;4;5;4;2;3;3;4;5;6;2;1;1;1;1;1;1;1;1;1;1;6;1;1;5;3;5;2;1;1;6;5;3;2;1;1;1;1;1;1;1;1;1;1;1;4;3;2;1;5;2;1;1;1;1;1;9;9;9
;we5lbwub-4;2023-06-18;we5lbwub;4;1;2;1;4;1;1;1;7;7;7;7;7;7;7;7;7;7;7;1;1;1;1;7;7;7;;;;5;5;7;1;1;1;1;1;1;5;5;5;5;6;7;7;1;1;1;1;1;1;1;1;3;3;3;3;5;5;7;1;1;1;1;1;1;1;1;5;1;2;2;1;1;2;1;1;2;2;3;5;5;3;3;5;5;1;1;1;1;1;1;1;1;1;3;3;2;2;1;2;1;2;1;1;1;9;9;9
;ngoqu5fr-4;2023-06-18;ngoqu5fr;4;1;1;1;1;1;1;1;5;5;7;5;5;5;7;3;3;3;2;1;1;1;6;5;5;5;1;4;7;1;1;1;1;1;1;1;1;1;1;4;4;4;7;7;7;1;1;1;1;1;1;1;1;4;4;4;5;3;6;6;1;1;1;1;5;1;1;1;1;1;1;1;4;5;1;1;1;5;5;5;4;4;1;1;1;1;1;1;1;5;6;6;5;5;5;1;1;2;4;4;1;1;1;7;7;4;9;9;9
;gwiydcrx-4;2023-06-18;gwiydcrx;4;1;1;1;2;1;1;1;7;7;7;7;5;7;7;7;7;6;6;1;1;2;1;7;7;7;7;7;7;7;7;7;4;1;1;1;1;1;7;7;7;7;7;7;7;1;1;1;1;1;1;1;1;7;6;7;7;4;5;7;2;5;1;1;1;1;1;1;3;1;4;1;1;4;7;7;7;1;1;1;5;4;5;7;1;7;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;9;9;9
;1hpx6k84-4;2023-06-18;1hpx6k84;4;1;1;1;5;1;1;4;6;4;5;6;5;4;5;3;4;5;7;1;2;1;4;5;6;5;5;6;5;4;5;5;1;2;1;4;1;1;7;6;5;6;7;7;7;1;1;1;1;1;1;1;1;4;2;3;2;6;7;4;6;6;6;2;1;1;1;1;5;1;7;7;5;5;2;4;5;3;2;3;3;3;1;5;2;5;1;1;1;5;2;1;1;1;1;1;1;1;3;1;1;1;1;1;1;5;9;9;9
;5p7u6ncy-4;2023-06-18;5p7u6ncy;4;3;1;2;4;3;5;4;5;4;5;6;6;6;6;7;7;7;6;2;1;2;3;5;4;5;6;5;6;5;4;4;2;1;1;4;3;1;6;5;5;6;6;5;7;5;4;5;5;5;4;3;3;5;5;4;4;2;3;2;7;4;1;1;1;2;2;3;2;1;6;4;4;5;6;5;4;2;5;4;3;2;2;3;3;4;2;1;1;3;2;2;1;2;1;5;4;4;5;4;6;5;5;6;5;3;9;9;9
;450lb03u-4;2023-06-18;450lb03u;4;2;2;2;3;3;3;4;5;6;6;6;4;4;3;7;7;7;6;1;1;1;1;6;6;6;5;6;6;5;5;5;1;1;1;2;2;2;2;5;5;5;6;6;6;1;1;1;1;1;1;1;1;4;4;4;4;1;2;3;3;3;3;2;1;1;1;1;2;1;2;1;2;2;4;4;4;4;4;4;2;2;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;4;4;2;2;2;2;3;3;9;9;9
;eakrjt32-4;2023-06-18;eakrjt32;4;3;4;5;5;5;3;3;6;5;3;6;5;5;5;7;7;5;5;1;1;2;3;5;6;6;6;6;6;6;5;5;1;1;1;5;6;5;5;6;3;6;6;4;5;5;4;5;1;1;4;1;2;2;1;2;3;3;5;2;5;5;2;3;2;3;2;5;5;3;5;1;5;5;5;5;3;2;3;3;3;3;5;3;3;5;1;1;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2;2;2;9;9;9
;sw3sous1-4;2023-06-18;sw3sous1;4;3;3;2;2;1;2;2;6;7;4;6;6;6;6;6;6;6;6;2;2;2;2;6;6;6;7;7;7;1;1;1;2;2;2;2;3;2;2;5;5;5;6;6;6;2;6;1;1;1;1;1;1;6;5;6;2;5;5;6;2;2;6;5;6;1;2;1;6;2;1;1;2;1;6;6;6;6;4;2;5;5;6;5;5;5;4;2;1;6;6;5;4;4;4;1;1;1;1;1;1;1;1;1;4;4;9;9;9
;bkij1ijo-4;2023-06-18;bkij1ijo;4;3;2;3;5;5;4;5;6;5;5;5;5;4;5;6;6;7;6;2;1;1;1;6;6;5;6;5;5;4;5;5;1;2;2;1;1;1;5;5;4;4;2;1;2;2;1;1;2;3;2;2;2;1;1;2;2;2;1;1;1;2;1;1;2;2;2;1;1;2;3;1;2;1;3;4;3;4;3;3;1;1;2;2;2;1;2;3;2;3;2;2;1;2;3;1;1;1;2;1;1;1;1;2;1;1;9;9;9
;rctqcmqh-4;2023-06-18;rctqcmqh;4;4;4;4;4;4;4;4;4;4;4;7;7;7;6;6;6;6;5;3;1;2;3;4;4;4;4;4;4;4;4;4;3;1;2;4;4;4;4;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;5;5;5;1;1;1;1;1;1;1;1;1;1;2;1;1;5;4;3;4;4;4;4;6;5;5;5;5;4;4;4;4;5;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;9;9;9
;i3c09wbe-4;2023-06-19;i3c09wbe;4;3;2;2;4;5;6;7;2;3;5;2;2;2;5;2;3;2;2;2;1;1;6;5;5;5;7;7;7;6;5;6;2;3;1;4;3;2;2;3;3;3;5;5;6;2;5;3;2;5;5;3;5;5;5;5;6;5;6;4;2;5;1;2;2;3;5;2;5;1;5;1;1;5;3;4;3;3;4;5;3;5;4;4;3;2;1;1;1;3;5;5;5;5;5;6;5;4;5;5;4;4;5;3;4;4;9;9;9
;zyjosap9-4;2023-06-19;zyjosap9;4;3;5;2;4;2;3;5;5;5;5;5;5;5;4;2;3;2;3;2;3;4;6;7;7;7;6;6;6;5;5;5;2;1;1;1;1;1;3;5;5;5;3;3;3;5;5;2;5;6;6;3;3;5;4;5;5;4;4;5;1;3;1;2;5;3;5;6;5;1;1;1;3;1;3;3;3;5;5;5;3;3;3;3;5;5;1;1;1;6;5;5;5;5;5;3;3;3;4;4;3;3;4;1;3;5;9;9;9
;425r1bwh-4;2023-06-19;425r1bwh;4;5;6;6;5;4;5;5;7;7;7;7;6;7;7;7;7;5;6;2;1;2;1;7;7;7;5;6;6;6;6;5;5;5;6;5;5;4;6;7;7;7;6;6;6;5;6;5;5;5;4;4;5;5;4;6;5;5;6;5;2;2;2;2;1;1;2;2;4;2;1;1;2;1;6;6;6;1;1;1;5;5;6;5;5;5;1;1;1;2;1;1;3;2;3;6;6;5;5;6;6;6;5;5;6;6;9;9;9
;cmil14pe-4;2023-06-19;cmil14pe;4;1;1;1;1;1;1;1;6;6;6;6;7;6;7;6;6;6;6;2;1;1;1;7;7;7;7;7;7;6;6;6;2;1;1;1;1;1;3;4;4;4;3;3;6;1;3;1;1;1;1;1;1;1;1;5;3;1;6;5;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;1;1;1;9;9;9
;68dv6jfc-4;2023-06-19;68dv6jfc;4;1;1;2;5;1;1;1;6;5;6;6;4;4;4;6;7;5;6;2;1;2;1;6;6;5;5;4;6;3;2;4;3;3;2;4;5;5;6;2;4;4;5;5;5;1;1;1;1;1;1;1;1;2;1;1;1;4;5;5;5;6;2;1;1;2;1;3;5;5;6;2;5;2;1;3;1;1;1;1;4;2;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;2;9;9;9
